STATE,DISTRICT,STATION,LAT,LON,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Assam,Golaghat,Cnb Collage Bokakhat,26.639,93.592,25.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Golaghat,Golaghat,26.5,93.9167,25.9,2026-09-18,00:30:00,95.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.350000000000023,Zone 4,61.6,Zone 5,28.77,Zone 4,60.51,Zone 5,35.97,Zone 4,63.57,Zone 5,54.69,Zone 5,65.81,Zone 5,61.6,Zone 5,67.53,Zone 5
Assam,Hailakandi,Algapur Circle,24.7543,92.5947,26.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.05000000000001,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Assam,Hailakandi,Panchgram Aegcl,24.8663,92.5938,25.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.75,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Assam,Hajoi,Lumding,25.75,93.1779,26.0,2026-09-18,00:30:00,90.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.05000000000001,Zone 4,60.51,Zone 5,28.28,Zone 4,59.4,Zone 5,35.1,Zone 4,62.62,Zone 5,49.43,Zone 5,64.99,Zone 5,60.51,Zone 5,66.81,Zone 5
Assam,Jorhat,Mariyani Aegcl,26.6318,94.3357,25.0,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.950000000000045,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Assam,Kamrup,Boko Aegcl,26.0159,91.1833,25.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Kamrup,Chandubi,25.8733,91.4317,27.0,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup Metropolitan,Aau Hrs,26.103,91.611,25.9,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.75,Zone 4,62.46,Zone 5,29.2,Zone 4,61.39,Zone 5,38.29,Zone 5,64.32,Zone 5,58.51,Zone 5,66.45,Zone 5,62.46,Zone 5,68.1,Zone 5
Assam,Kamrup Metropolitan,Down Town University,26.2036,91.8654,25.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.350000000000023,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Assam,Kamrup Metropolitan,Gauhati University,26.1521,91.6566,26.0,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup Metropolitan,Guwahati,26.1,91.5667,25.6,2026-09-18,00:30:00,89.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.150000000000034,Zone 4,59.45,Zone 5,27.28,Zone 4,56.49,Zone 5,33.86,Zone 4,61.69,Zone 5,44.28,Zone 5,64.18,Zone 5,59.45,Zone 5,66.1,Zone 5
Assam,Kamrup Metropolitan,Guwahati City,26.1642,91.7566,26.1,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.350000000000023,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Kamrup Metropolitan,Kalakshetra,26.1313,91.8237,26.9,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup Metropolitan,Kamakhya,26.1036,91.5896,26.0,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.150000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Kamrup Metropolitan,N Ght College,26.2023,91.7454,30.0,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Kamrup Metropolitan,Vcbc Rani,26.00194,91.547729,25.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.75,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Assam,Karbi Anglong(East),Bakulia,26.0545,93.2009,27.8,2026-09-18,00:30:00,87.0,2026-09-17,00:30:00,2026-09-18 00:44:19,32.450000000000045,Zone 4,63.26,Zone 5,32.19,Zone 4,62.21,Zone 5,42.45,Zone 5,65.02,Zone 5,59.82,Zone 5,67.06,Zone 5,63.26,Zone 5,68.63,Zone 5
Assam,Karbi Anglong(East),Diphu,25.8363,93.4348,25.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.55000000000001,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Assam,Karbi Anglong(West),Habang Circle,25.7152,92.2087,19.4,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,20.75,Zone 3,34.9,Zone 4,20.13,Zone 3,33.77,Zone 4,25.1,Zone 3,42.04,Zone 5,30.08,Zone 4,55.6,Zone 5,34.9,Zone 4,60.73,Zone 5
Assam,Karbi Anglong(West),Kheronighat,25.8495,92.8816,25.4,2026-09-18,00:30:00,89.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.75,Zone 4,59.45,Zone 5,27.28,Zone 4,56.49,Zone 5,33.86,Zone 4,61.69,Zone 5,44.28,Zone 5,64.18,Zone 5,59.45,Zone 5,66.1,Zone 5
Assam,Karimganj,Harinagar,,,,,,12.0,2026-09-17,00:30:00,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Karimganj,Karimganj Amfu,24.8339,92.3833,26.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.55000000000001,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Kokrajhar,Salakati Aegcl,26.4407,90.368,25.9,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.850000000000023,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Lakhimpur,Lakhimpur,27.2808,94.1103,24.7,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.350000000000023,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Assam,Majuli,Majuli,26.9778,94.1445,24.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.55000000000001,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Assam,Marigaon,Dharamtul,26.1689,92.3569,26.5,2026-09-18,00:00:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Marigaon,Laharighat,26.42,92.33,26.6,2026-09-18,00:30:00,89.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.05000000000001,Zone 4,61.15,Zone 5,29.16,Zone 4,60.05,Zone 5,36.08,Zone 4,63.17,Zone 5,52.52,Zone 5,65.46,Zone 5,61.15,Zone 5,67.23,Zone 5
Assam,Marigaon,Marigaon,26.2394,92.2939,26.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.55000000000001,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Nagaon,Kampur,26.1625,92.6646,23.4,2026-09-18,00:00:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Assam,Nagaon,Samaguri Aegcl,26.4055,92.843,26.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.350000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Assam,Nalbari,Nalbari,26.4446,91.4411,29.8,2026-09-18,00:30:00,96.0,2026-09-17,00:30:00,2026-09-18 00:44:19,53.950000000000045,Zone 5,68.96,Zone 5,53.8,Zone 5,68.15,Zone 5,63.26,Zone 5,70.77,Zone 6,66.66,Zone 5,74.24,Zone 6,68.96,Zone 5,77.68,Zone 6
Assam,Nalbari,Nalbari Kvk,26.4707,91.4285,26.1,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.350000000000023,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Nalbari,Tihu,26.47,91.26,26.2,2026-09-18,00:30:00,90.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.350000000000023,Zone 4,60.51,Zone 5,28.28,Zone 4,59.4,Zone 5,35.1,Zone 4,62.62,Zone 5,49.43,Zone 5,64.99,Zone 5,60.51,Zone 5,66.81,Zone 5
Assam,Sivasagar,Sivsagar Aegcl,27.0212,94.6722,25.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.75,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Assam,Sonitpur,Dhekiajuli Aegcl,26.6928,92.3765,26.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.55000000000001,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Sonitpur,Ghoramara Aegcl,26.7622,92.7604,25.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.75,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Assam,Tamulpur,Mushalpur,26.6594,91.3409,25.5,2026-09-18,00:30:00,97.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.75,Zone 4,61.15,Zone 5,27.95,Zone 4,60.05,Zone 5,35.09,Zone 4,63.18,Zone 5,52.56,Zone 5,65.47,Zone 5,61.15,Zone 5,67.24,Zone 5
Assam,Tinsukia,Margherita,27.2954,95.6564,24.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,26.650000000000034,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Assam,Tinsukia,Ntps Apdcl,27.1791,95.3749,24.0,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,26.150000000000034,Zone 4,59.15,Zone 5,25.42,Zone 4,55.33,Zone 5,32.18,Zone 4,61.44,Zone 5,42.93,Zone 5,63.96,Zone 5,59.15,Zone 5,65.91,Zone 5
Assam,Tinsukia,Rupai Aegcl,27.5989,95.566,24.7,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.350000000000023,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Assam,Udalguri,Rowta Aegcl,26.7224,92.1909,25.7,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.450000000000045,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Assam,Udalguri,Tangla,26.6589,91.91,25.9,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.850000000000023,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Assam,Udalguri,Udalguri,26.7322,92.0939,25.7,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.350000000000023,Zone 4,61.57,Zone 5,28.13,Zone 4,60.48,Zone 5,35.43,Zone 4,63.54,Zone 5,54.56,Zone 5,65.79,Zone 5,61.57,Zone 5,67.51,Zone 5
Assam,Udalguri,Udi Kvk,26.6531,92.1803,25.4,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Bihar,Araria,Araria Kvk,26.1183,87.4492,26.6,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.55000000000001,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Bihar,Arwal,Arwal Aws400,25.1495,84.5135,25.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.55000000000001,Zone 4,61.78,Zone 5,28.23,Zone 4,60.7,Zone 5,35.61,Zone 4,63.73,Zone 5,55.54,Zone 5,65.94,Zone 5,61.78,Zone 5,67.65,Zone 5
Bihar,Aurangabad,Aurangabad Kvk,24.8373,84.2844,25.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.650000000000034,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Bihar,Buxar,Dumaraon,25.5333,84.1592,24.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.05000000000001,Zone 4,60.03,Zone 5,26.29,Zone 4,58.62,Zone 5,33.24,Zone 4,62.19,Zone 5,47.04,Zone 5,64.61,Zone 5,60.03,Zone 5,66.49,Zone 5
Bihar,Darbhanga,Darbhanga Aws400,26.1642,85.9004,27.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,33.85000000000002,Zone 4,65.36,Zone 5,33.22,Zone 4,64.38,Zone 5,54.9,Zone 5,66.86,Zone 5,62.33,Zone 5,68.65,Zone 5,65.36,Zone 5,71.14,Zone 6
Bihar,Gaya,Bodhgaya,24.6837,84.9635,25.1,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.150000000000034,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Bihar,Jehanabad,Jehanabad,25.18143,85.13712,27.0,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,32.650000000000034,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Bihar,Madhepura,Madhepura,25.9184,86.8043,27.0,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,32.650000000000034,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Bihar,Madhubani,Sukhet,26.2644,86.3199,27.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,33.55000000000001,Zone 4,65.36,Zone 5,33.22,Zone 4,64.38,Zone 5,54.9,Zone 5,66.86,Zone 5,62.33,Zone 5,68.65,Zone 5,65.36,Zone 5,71.14,Zone 6
Bihar,Munger,Kvk Munger,25.3706,86.4997,26.4,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.950000000000045,Zone 4,63.34,Zone 5,30.36,Zone 4,62.3,Zone 5,42.95,Zone 5,65.09,Zone 5,59.93,Zone 5,67.13,Zone 5,63.34,Zone 5,68.69,Zone 5
Bihar,Nalanda,Rajgir,25.0119,85.3755,26.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,30.55000000000001,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Bihar,Patna,Baldwin Academy,25.5634,85.2214,28.7,2026-09-18,00:30:00,91.0,2026-09-17,00:30:00,2026-09-18 00:44:19,35.75,Zone 4,65.07,Zone 5,34.28,Zone 4,64.09,Zone 5,53.24,Zone 5,66.61,Zone 5,61.99,Zone 5,68.44,Zone 5,65.07,Zone 5,70.64,Zone 6
Bihar,Patna,Iit Patna,25.538424,84.845999,25.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.350000000000023,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Bihar,Patna,Kvk Barh,25.4542,85.7213,27.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,35.05000000000001,Zone 5,66.26,Zone 5,34.81,Zone 4,65.32,Zone 5,59.24,Zone 5,67.65,Zone 5,63.42,Zone 5,69.34,Zone 5,66.26,Zone 5,72.76,Zone 6
Bihar,Purnea,Purnea Imd,25.7762,87.4745,31.7,2026-09-18,00:15:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Bihar,Rohtas,Bikramganj,25.2225,84.24,25.4,2026-09-18,00:30:00,99.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.650000000000034,Zone 4,61.57,Zone 5,28.13,Zone 4,60.48,Zone 5,35.43,Zone 4,63.54,Zone 5,54.56,Zone 5,65.79,Zone 5,61.57,Zone 5,67.51,Zone 5
Bihar,Rohtas,Dehri,24.8895,84.1715,31.7,2026-09-18,00:30:00,95.0,2026-09-17,00:30:00,2026-09-18 00:44:19,63.85000000000002,Zone 5,73.38,Zone 6,62.55,Zone 5,71.91,Zone 6,67.01,Zone 5,75.46,Zone 6,69.87,Zone 6,78.92,Zone 6,73.38,Zone 6,82.34,Zone 6
Bihar,Saharsa,Agwanpur Aws400,25.9288,86.5597,27.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,33.25,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Bihar,Samastipur,Pusa Aws400,25.9793,85.6771,27.2,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,33.25,Zone 4,64.46,Zone 5,31.79,Zone 4,63.45,Zone 5,49.51,Zone 5,66.07,Zone 5,61.26,Zone 5,67.97,Zone 5,64.46,Zone 5,69.54,Zone 6
Bihar,Saran,Manjhi,25.8419,84.5898,27.2,2026-09-18,00:30:00,71.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.25,Zone 4,54.42,Zone 5,28.33,Zone 4,49.74,Zone 5,34.2,Zone 4,60.25,Zone 5,39.58,Zone 4,62.92,Zone 5,54.42,Zone 5,65.0,Zone 5
Bihar,Sheikpura,Sheikpura Kvk,25.0739,85.851,28.1,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Bihar,Siwan,Ziradei,26.1484,84.2689,26.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.350000000000023,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Bihar,Supaul,Supaul Aws400,26.3047,86.8382,26.4,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.05000000000001,Zone 4,63.56,Zone 5,30.49,Zone 4,62.52,Zone 5,44.17,Zone 5,65.28,Zone 5,60.18,Zone 5,67.29,Zone 5,63.56,Zone 5,68.83,Zone 5
Bihar,Vaishali,Vaishali,25.7373,85.2498,27.3,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,33.55000000000001,Zone 4,65.36,Zone 5,33.22,Zone 4,64.38,Zone 5,54.9,Zone 5,66.86,Zone 5,62.33,Zone 5,68.65,Zone 5,65.36,Zone 5,71.14,Zone 6
Chandigarh,Chandigarh,Chandigarh,30.6833,76.8333,24.7,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Chandigarh,Chandigarh,Dav School,30.7347,76.806,23.9,2026-09-18,00:30:00,95.0,2026-09-17,00:30:00,2026-09-18 00:44:19,25.650000000000034,Zone 4,55.88,Zone 5,25.18,Zone 3,51.26,Zone 5,31.62,Zone 4,60.57,Zone 5,38.65,Zone 5,63.2,Zone 5,55.88,Zone 5,65.24,Zone 5
Chhattisgarh,Balod,Balod Aws400,20.7057,81.23,27.3,2026-09-18,00:30:00,94.0,2026-09-17,00:30:00,2026-09-18 00:44:19,32.450000000000045,Zone 4,64.01,Zone 5,32.11,Zone 4,62.99,Zone 5,46.81,Zone 5,65.67,Zone 5,60.72,Zone 5,67.63,Zone 5,64.01,Zone 5,69.13,Zone 5
Chhattisgarh,Balrampur,Balrampur,23.6022,83.6093,24.3,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,Balrampur,Balrampur Aws400,23.6026,83.6098,23.5,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,25.25,Zone 3,56.39,Zone 5,24.83,Zone 3,51.81,Zone 5,31.19,Zone 4,60.68,Zone 5,39.18,Zone 5,63.3,Zone 5,56.39,Zone 5,65.33,Zone 5
Chhattisgarh,Bemetara,Bemetara,21.7014,81.5474,25.6,2026-09-18,00:15:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,Bilaspur,Bilaspur,22.106,82.1426,25.9,2026-09-18,00:30:00,95.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.350000000000023,Zone 4,61.6,Zone 5,28.77,Zone 4,60.51,Zone 5,35.97,Zone 4,63.57,Zone 5,54.69,Zone 5,65.81,Zone 5,61.6,Zone 5,67.53,Zone 5
Chhattisgarh,Dhamtari,Nagri,,,,,,96.0,2026-09-17,00:30:00,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,Gariaband,Gariaband,20.6321,82.0606,27.2,2026-09-18,00:30:00,,,,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,Janjgir Champa,Janjgir,22.01,82.6004,24.4,2026-09-18,00:30:00,31.0,2026-09-17,00:30:00,2026-09-18 00:44:19,23.25,Zone 3,35.09,Zone 4,22.71,Zone 3,34.47,Zone 4,27.65,Zone 4,38.01,Zone 4,31.48,Zone 4,41.34,Zone 4,35.09,Zone 4,47.72,Zone 5
Chhattisgarh,Janjgir Champa,Nawagarh,21.8339,82.6411,26.6,2026-09-18,00:30:00,98.0,2026-09-17,00:30:00,2026-09-18 00:44:19,31.25,Zone 4,63.13,Zone 5,30.22,Zone 4,62.08,Zone 5,41.75,Zone 5,64.9,Zone 5,59.67,Zone 5,66.96,Zone 5,63.13,Zone 5,68.55,Zone 5
Chhattisgarh,Janjgir Champa,Sakti,22.0242,82.9583,25.9,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,29.850000000000023,Zone 4,62.67,Zone 5,29.31,Zone 4,61.61,Zone 5,39.34,Zone 5,64.5,Zone 5,59.12,Zone 5,66.62,Zone 5,62.67,Zone 5,68.24,Zone 5
Chhattisgarh,Kabirdham,Chilpi,,,,,,61.0,2026-09-17,00:30:00,2026-09-18 00:44:19,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,Kabirdham,Kawardha,22.0103,81.2204,24.8,2026-09-18,00:30:00,100.0,2026-09-17,00:30:00,2026-09-18 00:44:19,27.55000000000001,Zone 4,60.9,Zone 5,27.22,Zone 4,59.79,Zone 5,34.38,Zone 4,62.96,Zone 5,51.33,Zone 5,65.28,Zone 5,60.9,Zone 5,67.07,Zone 5
Chhattisgarh,Korba,Lakhanpur Kvk,22.472,82.5232,24.2,2026-09-18,00:30:00,62.0,2026-09-17,00:30:00,2026-09-18 00:44:19,24.650000000000034,Zone 3,37.82,Zone 4,23.82,Zone 3,36.83,Zone 4,28.88,Zone 4,41.45,Zone 5,33.48,Zone 4,55.05,Zone 5,37.82,Zone 4,60.6,Zone 5
Chhattisgarh,Mahasamund,Pithora,21.2193,82.5092,26.0,2026-09-18,00:30:00,88.0,2026-09-17,00:30:00,2026-09-18 00:44:19,28.850000000000023,Zone 4,60.07,Zone 5,28.1,Zone 4,58.81,Zone 5,34.77,Zone 4,62.24,Zone 5,47.27,Zone 5,64.65,Zone 5,60.07,Zone 5,66.52,Zone 5
